Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Season
41,Male,Sunglasses,Accessories,85,Missouri,Spring
43,Male,Belt,Accessories,68,Tennessee,Fall
63,Male,Dress,Clothing,40,Virginia,Spring
37,Male,Shirt,Clothing,51,Vermont,Winter
44,Male,Scarf,Accessories,85,Rhode Island,Winter
67,Male,Jacket,Outerwear,23,Kansas,Summer
27,Male,Dress,Clothing,28,Colorado,Summer
60,Male,Socks,Clothing,44,Georgia,Fall
58,Male,Jewelry,Accessories,57,Nebraska,Spring
53,Male,Scarf,Accessories,98,Missouri,Fall
43,Male,Backpack,Accessories,68,Alaska,Winter
32,Male,Jacket,Outerwear,36,Virginia,Fall
54,Male,Coat,Outerwear,71,Nebraska,Spring
47,Male,Skirt,Clothing,60,Rhode Island,Fall
57,Male,Coat,Outerwear,87,New Hampshire,Fall
63,Male,Shoes,Footwear,38,Alabama,Winter
70,Male,Boots,Footwear,45,North Carolina,Spring
62,Male,Coat,Outerwear,47,New Mexico,Fall
40,Male,Skirt,Clothing,57,Minnesota,Fall
25,Male,Backpack,Accessories,68,Arizona,Summer
19,Male,Shorts,Clothing,52,Montana,Fall
25,Male,Skirt,Clothing,87,Vermont,Fall
21,Male,Hat,Accessories,34,Maine,Summer
55,Male,Sandals,Footwear,41,Virginia,Winter
34,Male,Sunglasses,Accessories,94,California,Winter
47,Male,Sunglasses,Accessories,93,New York,Summer
27,Male,Socks,Clothing,51,Indiana,Winter
67,Male,Sweater,Clothing,42,Mississippi,Fall
40,Male,Boots,Footwear,95,New York,Winter
53,Male,Handbag,Accessories,90,New Mexico,Fall
24,Male,Dress,Clothing,98,Kentucky,Winter
47,Male,Hat,Accessories,39,North Dakota,Winter
53,Male,Sandals,Footwear,66,Arkansas,Fall
47,Male,Shoes,Footwear,23,Maryland,Winter
38,Male,Skirt,Clothing,73,Connecticut,Winter
48,Male,Sunglasses,Accessories,23,Utah,Summer
47,Male,Skirt,Clothing,43,Missouri,Fall
19,Male,T-shirt,Clothing,45,Nebraska,Winter
38,Male,Sandals,Footwear,21,Hawaii,Winter
57,Male,Shirt,Clothing,40,Illinois,Spring
70,Male,Jeans,Clothing,58,Vermont,Fall
38,Male,Shorts,Clothing,48,New Jersey,Summer
35,Male,Shirt,Clothing,94,Kentucky,Fall
46,Male,Scarf,Accessories,74,Wyoming,Spring
32,Male,Handbag,Accessories,51,Hawaii,Fall
38,Male,Skirt,Clothing,83,Missouri,Winter
41,Male,Handbag,Accessories,68,Mississippi,Winter
19,Male,Gloves,Accessories,84,Massachusetts,Spring
18,Male,Shirt,Clothing,58,Louisiana,Fall
45,Male,Blouse,Clothing,92,West Virginia,Winter
23,Male,Dress,Clothing,69,Washington,Summer
60,Male,Shorts,Clothing,48,Oregon,Summer
52,Male,Shoes,Footwear,60,New York,Spring
42,Male,Sandals,Footwear,20,Iowa,Winter
29,Male,Pants,Clothing,55,Idaho,Summer
31,Male,Jacket,Outerwear,88,New Jersey,Spring
30,Male,Skirt,Clothing,48,Ohio,Winter
23,Male,Handbag,Accessories,74,Connecticut,Spring
31,Male,Coat,Outerwear,42,Florida,Fall
40,Male,Sweater,Clothing,32,South Carolina,Fall
39,Male,Shorts,Clothing,98,Missouri,Summer
28,Male,Skirt,Clothing,89,Rhode Island,Fall
23,Male,Gloves,Accessories,97,Delaware,Summer
42,Male,Backpack,Accessories,49,Colorado,Spring
68,Male,Dress,Clothing,50,Nebraska,Spring
24,Male,Belt,Accessories,91,Vermont,Winter
24,Male,Gloves,Accessories,93,Montana,Winter
21,Male,Jewelry,Accessories,98,Florida,Summer
49,Male,Socks,Clothing,82,Delaware,Fall
41,Male,Coat,Outerwear,37,Connecticut,Summer
22,Male,Handbag,Accessories,63,Hawaii,Fall
42,Male,Blouse,Clothing,99,New Mexico,Winter
30,Male,Shorts,Clothing,37,Kansas,Spring
38,Male,Shoes,Footwear,34,Nevada,Spring
40,Male,Shorts,Clothing,32,North Carolina,Winter
55,Male,Sandals,Footwear,23,New Mexico,Winter
37,Male,Blouse,Clothing,78,Idaho,Spring
41,Male,Coat,Outerwear,54,California,Winter
38,Male,Blouse,Clothing,94,Wisconsin,Fall
42,Male,Belt,Accessories,75,Alaska,Spring
26,Male,Blouse,Clothing,69,Pennsylvania,Summer
41,Male,Scarf,Accessories,35,Virginia,Winter
27,Male,Shirt,Clothing,78,California,Spring
61,Male,Socks,Clothing,29,Kentucky,Summer
58,Male,Jeans,Clothing,62,New York,Fall
25,Male,Dress,Clothing,58,Vermont,Spring
33,Male,Boots,Footwear,88,Pennsylvania,Summer
57,Male,Scarf,Accessories,80,New York,Summer
39,Male,Scarf,Accessories,47,North Carolina,Summer
60,Male,Gloves,Accessories,51,Wyoming,Summer
39,Male,Pants,Clothing,25,Ohio,Spring
42,Male,Dress,Clothing,36,Alabama,Summer
53,Male,Dress,Clothing,79,Rhode Island,Winter
20,Male,Jeans,Clothing,41,Oregon,Winter
46,Male,Sweater,Clothing,68,North Dakota,Fall
46,Male,Sandals,Footwear,51,Illinois,Spring
69,Male,Handbag,Accessories,38,New Mexico,Fall
28,Male,Scarf,Accessories,46,Colorado,Summer
42,Male,Sandals,Footwear,20,Utah,Summer
30,Male,Sunglasses,Accessories,25,Virginia,Summer
50,Male,Sweater,Clothing,89,Maine,Winter
59,Male,Pants,Clothing,77,Nebraska,Winter
54,Male,Hat,Accessories,94,Hawaii,Fall
50,Male,Belt,Accessories,100,Idaho,Fall
25,Male,Sandals,Footwear,96,West Virginia,Winter
41,Male,Pants,Clothing,36,Vermont,Winter
35,Male,Jewelry,Accessories,27,Indiana,Fall
67,Male,Sunglasses,Accessories,67,Idaho,Winter
33,Male,Blouse,Clothing,91,Minnesota,Fall
19,Male,Belt,Accessories,62,Wyoming,Fall
25,Male,Shorts,Clothing,88,Kansas,Fall
32,Male,Pants,Clothing,66,Georgia,Summer
30,Male,Sandals,Footwear,65,Kansas,Fall
18,Male,Gloves,Accessories,25,Nebraska,Winter
38,Male,Belt,Accessories,64,Washington,Spring
22,Male,Shirt,Clothing,72,Missouri,Spring
40,Male,Scarf,Accessories,74,Washington,Summer
54,Male,Gloves,Accessories,50,Kansas,Fall
70,Male,Pants,Clothing,97,Minnesota,Fall
52,Male,Sneakers,Footwear,36,Colorado,Spring
34,Male,Jacket,Outerwear,49,Utah,Fall
65,Male,Shoes,Footwear,64,North Carolina,Spring
38,Male,Blouse,Clothing,31,Florida,Summer
35,Male,Boots,Footwear,66,New Hampshire,Winter
40,Male,Socks,Clothing,82,Illinois,Spring
23,Male,T-shirt,Clothing,88,Louisiana,Winter
45,Male,Sandals,Footwear,34,Alabama,Summer
40,Male,Sneakers,Footwear,84,Florida,Winter
42,Male,Jewelry,Accessories,96,Alabama,Summer
57,Male,Sandals,Footwear,71,California,Winter
18,Male,Jacket,Outerwear,77,Maryland,Summer
18,Male,Skirt,Clothing,66,Nevada,Spring
56,Male,Shirt,Clothing,21,Massachusetts,Winter
35,Male,Shorts,Clothing,37,South Carolina,Summer
49,Male,Socks,Clothing,90,Delaware,Fall
49,Male,Jacket,Outerwear,96,Hawaii,Fall
34,Male,Jewelry,Accessories,37,Florida,Summer
63,Male,T-shirt,Clothing,66,Rhode Island,Winter
42,Male,Gloves,Accessories,45,Wyoming,Spring
41,Male,Shoes,Footwear,89,Colorado,Summer
26,Male,Shoes,Footwear,94,Virginia,Fall
48,Male,Shoes,Footwear,96,Nebraska,Summer
62,Male,Hoodie,Clothing,31,Oklahoma,Spring
24,Male,Belt,Accessories,79,North Dakota,Winter
48,Male,Coat,Outerwear,39,Michigan,Spring
31,Male,Blouse,Clothing,22,California,Fall
41,Male,Skirt,Clothing,32,Tennessee,Fall
24,Male,T-shirt,Clothing,71,Ohio,Winter
60,Male,Jeans,Clothing,96,Florida,Spring
38,Male,Scarf,Accessories,82,Missouri,Fall
58,Male,Backpack,Accessories,76,South Carolina,Spring
53,Male,Backpack,Accessories,22,Arizona,Winter
44,Male,Scarf,Accessories,40,Indiana,Winter
51,Male,Hat,Accessories,92,North Dakota,Summer
36,Male,Coat,Outerwear,94,Montana,Fall
20,Male,Dress,Clothing,44,Missouri,Fall
32,Male,Gloves,Accessories,49,Kentucky,Spring
66,Male,Sweater,Clothing,26,Georgia,Spring
49,Male,Skirt,Clothing,38,Kentucky,Fall
27,Male,Blouse,Clothing,72,Georgia,Spring
29,Male,Dress,Clothing,99,Alaska,Summer
29,Male,Jacket,Outerwear,38,Maine,Spring
55,Male,Coat,Outerwear,96,New Mexico,Winter
57,Male,Dress,Clothing,27,New York,Spring
29,Male,Shorts,Clothing,24,Oklahoma,Winter
31,Male,Jeans,Clothing,82,Wyoming,Summer
25,Male,Hat,Accessories,56,Alabama,Summer
61,Male,Gloves,Accessories,25,Maryland,Fall
53,Male,Sneakers,Footwear,67,West Virginia,Spring
22,Male,Shoes,Footwear,21,Kentucky,Summer
28,Male,Hoodie,Clothing,27,Kansas,Summer
18,Male,Sneakers,Footwear,97,Idaho,Fall
44,Male,Handbag,Accessories,45,Ohio,Winter
32,Male,Blouse,Clothing,63,Iowa,Fall
34,Male,Belt,Accessories,100,Michigan,Summer
67,Male,Socks,Clothing,38,South Dakota,Spring
66,Male,Blouse,Clothing,45,Nebraska,Summer
28,Male,Jewelry,Accessories,91,California,Fall
70,Male,Shorts,Clothing,82,Nevada,Fall
37,Male,Boots,Footwear,48,Kansas,Winter
28,Male,Coat,Outerwear,30,Ohio,Spring
43,Male,T-shirt,Clothing,34,Vermont,Spring
37,Male,Sweater,Clothing,68,Georgia,Fall
54,Male,Sunglasses,Accessories,95,Maryland,Winter
50,Male,Hat,Accessories,22,Connecticut,Spring
46,Male,Gloves,Accessories,88,Washington,Fall
60,Male,Socks,Clothing,83,California,Summer
40,Male,Handbag,Accessories,87,Montana,Spring
64,Male,Coat,Outerwear,57,Idaho,Summer
18,Male,Coat,Outerwear,88,Pennsylvania,Summer
37,Male,Pants,Clothing,20,Maine,Winter
36,Male,Belt,Accessories,39,Montana,Summer
51,Male,Sunglasses,Accessories,71,New Jersey,Spring
26,Male,Hoodie,Clothing,73,Louisiana,Winter
68,Male,Handbag,Accessories,63,Maine,Summer
27,Male,Gloves,Accessories,78,Florida,Winter
28,Male,Skirt,Clothing,96,Missouri,Fall
49,Male,Sunglasses,Accessories,81,North Dakota,Winter
70,Male,Dress,Clothing,95,Connecticut,Fall
30,Male,Gloves,Accessories,68,Virginia,Spring
27,Male,Sneakers,Footwear,28,Montana,Spring
19,Male,T-shirt,Clothing,30,Vermont,Summer
64,Male,Dress,Clothing,31,Georgia,Summer
42,Male,Handbag,Accessories,95,Virginia,Winter
69,Male,Socks,Clothing,79,Vermont,Winter
28,Male,Sneakers,Footwear,39,Montana,Winter
47,Male,Jacket,Outerwear,34,New Jersey,Summer
69,Male,Hoodie,Clothing,28,Wyoming,Spring
56,Male,Sandals,Footwear,38,Maine,Winter
28,Male,Shoes,Footwear,55,New Mexico,Spring
50,Male,Sandals,Footwear,31,Colorado,Winter
39,Male,Coat,Outerwear,84,Connecticut,Spring
35,Male,Gloves,Accessories,93,Maryland,Winter
59,Male,Coat,Outerwear,28,Oregon,Winter
44,Male,Boots,Footwear,55,New York,Summer
66,Male,Skirt,Clothing,63,Oklahoma,Winter
20,Male,Skirt,Clothing,94,Alabama,Winter
45,Male,Pants,Clothing,36,North Dakota,Fall
49,Male,Hat,Accessories,97,Nebraska,Spring
60,Male,Backpack,Accessories,63,Arizona,Summer
61,Male,Scarf,Accessories,77,Illinois,Spring
36,Male,Scarf,Accessories,53,South Carolina,Fall
33,Male,Shirt,Clothing,77,Kansas,Spring
49,Male,Boots,Footwear,79,Kansas,Summer
31,Male,Coat,Outerwear,37,Idaho,Summer
19,Male,Belt,Accessories,94,California,Winter
39,Male,Boots,Footwear,76,North Dakota,Fall
66,Male,Sneakers,Footwear,68,Georgia,Fall
25,Male,Shirt,Clothing,65,Illinois,Spring
63,Male,Blouse,Clothing,24,Delaware,Summer
56,Male,Jacket,Outerwear,31,Connecticut,Summer
20,Male,Skirt,Clothing,89,Tennessee,Fall
58,Male,Socks,Clothing,49,Maryland,Summer
34,Male,Sandals,Footwear,92,Rhode Island,Fall
28,Male,T-shirt,Clothing,32,New York,Winter
22,Male,Jacket,Outerwear,67,New Mexico,Winter
37,Male,Belt,Accessories,64,California,Fall
54,Male,Shoes,Footwear,84,Maine,Spring
65,Male,Blouse,Clothing,34,New York,Fall
57,Male,Shoes,Footwear,26,Hawaii,Winter
38,Male,Sweater,Clothing,50,New Hampshire,Fall
70,Male,Boots,Footwear,46,Nebraska,Fall
56,Male,Handbag,Accessories,71,Montana,Fall
56,Male,Blouse,Clothing,78,Wisconsin,Summer
22,Male,Skirt,Clothing,35,Tennessee,Winter
57,Male,Backpack,Accessories,58,Montana,Summer
53,Male,Shirt,Clothing,67,Michigan,Fall
53,Male,Sweater,Clothing,93,Texas,Spring
19,Male,Scarf,Accessories,81,Pennsylvania,Spring
49,Male,Handbag,Accessories,80,New York,Fall
44,Male,Scarf,Accessories,64,Alabama,Spring
27,Male,Jeans,Clothing,41,Virginia,Fall
60,Male,Socks,Clothing,79,Pennsylvania,Winter
62,Male,Sunglasses,Accessories,60,Mississippi,Winter
52,Male,Sneakers,Footwear,91,Wyoming,Winter
30,Male,Shoes,Footwear,66,New Mexico,Winter
66,Male,Socks,Clothing,85,North Dakota,Winter
29,Male,Sunglasses,Accessories,38,New Jersey,Summer
24,Male,Sweater,Clothing,23,Vermont,Winter
51,Male,Shoes,Footwear,71,Alaska,Spring
67,Male,Socks,Clothing,25,Indiana,Winter
50,Male,Boots,Footwear,39,Alabama,Spring
37,Male,Hoodie,Clothing,20,Michigan,Spring
69,Male,Gloves,Accessories,73,Washington,Winter
60,Male,Backpack,Accessories,63,Virginia,Fall
21,Male,Gloves,Accessories,94,Tennessee,Spring
44,Male,Blouse,Clothing,94,South Dakota,Fall
26,Male,Scarf,Accessories,71,New Hampshire,Summer
40,Male,Hat,Accessories,77,South Dakota,Spring
41,Male,Scarf,Accessories,66,Pennsylvania,Fall
62,Male,Sandals,Footwear,23,Wisconsin,Summer
39,Male,Sweater,Clothing,60,California,Spring
53,Male,Backpack,Accessories,72,Rhode Island,Spring
24,Male,Blouse,Clothing,35,Alabama,Winter
41,Male,Scarf,Accessories,31,Oklahoma,Fall
19,Male,Socks,Clothing,33,Illinois,Summer
36,Male,Hat,Accessories,95,Tennessee,Summer
21,Male,Dress,Clothing,68,Alabama,Fall
25,Male,Coat,Outerwear,87,Kansas,Spring
65,Male,Shirt,Clothing,64,Arizona,Winter
42,Male,Shirt,Clothing,74,Michigan,Winter
40,Male,Jeans,Clothing,62,Missouri,Spring
58,Male,Socks,Clothing,97,Louisiana,Winter
40,Male,Sandals,Footwear,47,Connecticut,Fall
62,Male,Blouse,Clothing,83,Connecticut,Winter
38,Male,Shirt,Clothing,82,Oregon,Spring
37,Male,Sunglasses,Accessories,26,West Virginia,Fall
65,Male,Jacket,Outerwear,81,Florida,Winter
55,Male,Dress,Clothing,44,New Hampshire,Spring
43,Male,Sunglasses,Accessories,88,Oregon,Winter
43,Male,Boots,Footwear,76,Oregon,Winter
45,Male,Scarf,Accessories,89,Utah,Winter
64,Male,Shorts,Clothing,22,Missouri,Fall
28,Male,Shorts,Clothing,33,West Virginia,Winter
69,Male,Jeans,Clothing,97,California,Fall
54,Male,Scarf,Accessories,57,California,Winter
52,Male,Shorts,Clothing,38,Illinois,Summer
23,Male,Sneakers,Footwear,55,Hawaii,Fall
26,Male,Jewelry,Accessories,37,Washington,Spring
48,Male,Shoes,Footwear,43,Wisconsin,Summer
49,Male,Hoodie,Clothing,96,Virginia,Summer
53,Male,Jacket,Outerwear,51,Oregon,Winter
69,Male,Shorts,Clothing,95,Pennsylvania,Fall
26,Male,Socks,Clothing,26,Virginia,Summer
21,Male,Coat,Outerwear,34,Hawaii,Fall
59,Male,Sandals,Footwear,83,Nebraska,Summer
21,Male,Backpack,Accessories,24,Alaska,Fall
22,Male,Pants,Clothing,69,Michigan,Fall
26,Male,Sweater,Clothing,40,North Carolina,Fall
41,Male,Jacket,Outerwear,87,North Carolina,Winter
37,Male,Sneakers,Footwear,46,Minnesota,Spring
30,Male,Jewelry,Accessories,82,Georgia,Winter
49,Male,Backpack,Accessories,81,West Virginia,Summer
49,Male,Jewelry,Accessories,57,Delaware,Winter
58,Male,Shoes,Footwear,49,North Dakota,Summer
70,Male,Jacket,Outerwear,42,Florida,Fall
27,Male,Jacket,Outerwear,26,Oregon,Spring
65,Male,T-shirt,Clothing,38,Idaho,Spring
57,Male,Sneakers,Footwear,57,Virginia,Summer
20,Male,Jacket,Outerwear,100,North Dakota,Summer
34,Male,Hoodie,Clothing,73,Alabama,Fall
59,Male,Jacket,Outerwear,66,Hawaii,Winter
54,Male,T-shirt,Clothing,73,Oregon,Spring
36,Male,Gloves,Accessories,45,Utah,Spring
21,Male,Sneakers,Footwear,27,Hawaii,Fall
52,Male,T-shirt,Clothing,24,Connecticut,Fall
43,Male,Sneakers,Footwear,59,Wyoming,Winter
32,Male,Jeans,Clothing,20,Delaware,Winter
55,Male,Handbag,Accessories,44,Arkansas,Summer
31,Male,Socks,Clothing,90,Indiana,Spring
45,Male,Jewelry,Accessories,36,California,Fall
53,Male,Blouse,Clothing,95,Wyoming,Winter
24,Male,Backpack,Accessories,30,South Dakota,Spring
47,Male,Scarf,Accessories,65,West Virginia,Fall
63,Male,Scarf,Accessories,96,Tennessee,Summer
38,Male,Shirt,Clothing,65,Alaska,Spring
59,Male,Pants,Clothing,47,South Dakota,Fall
54,Male,Hat,Accessories,25,Tennessee,Fall
26,Male,Coat,Outerwear,56,Alabama,Fall
68,Male,T-shirt,Clothing,76,North Carolina,Fall
41,Male,Socks,Clothing,60,Oklahoma,Fall
68,Male,Shirt,Clothing,67,New York,Winter
21,Male,Sweater,Clothing,95,Iowa,Spring
32,Male,Gloves,Accessories,72,Alaska,Winter
20,Male,Belt,Accessories,98,Alaska,Spring
59,Male,Jeans,Clothing,83,Nebraska,Winter
53,Male,Handbag,Accessories,37,Delaware,Fall
66,Male,T-shirt,Clothing,85,Texas,Fall
47,Male,Socks,Clothing,36,Missouri,Fall
58,Male,Jeans,Clothing,36,Maine,Winter
28,Male,Scarf,Accessories,86,Pennsylvania,Summer
68,Male,Pants,Clothing,99,Missouri,Spring
60,Male,Blouse,Clothing,21,Mississippi,Summer
47,Male,Jacket,Outerwear,84,Hawaii,Winter
18,Male,Sandals,Footwear,63,Texas,Spring
32,Male,Shorts,Clothing,84,South Dakota,Summer
27,Male,Shorts,Clothing,72,New Jersey,Spring
65,Male,Skirt,Clothing,21,Connecticut,Winter
68,Male,Sandals,Footwear,92,Maryland,Fall
55,Male,Blouse,Clothing,72,Arizona,Fall
30,Male,Sandals,Footwear,83,Oklahoma,Spring
24,Male,Shirt,Clothing,73,Utah,Summer
57,Male,Socks,Clothing,98,Arkansas,Winter
23,Male,T-shirt,Clothing,76,North Carolina,Fall
69,Male,Dress,Clothing,43,California,Summer
60,Male,Hat,Accessories,60,Colorado,Summer
25,Male,Gloves,Accessories,40,California,Spring
18,Male,Socks,Clothing,93,Vermont,Winter
37,Male,Dress,Clothing,98,Kansas,Fall
61,Male,Socks,Clothing,91,Ohio,Summer
41,Male,Belt,Accessories,92,New Jersey,Fall
69,Male,Handbag,Accessories,87,Arizona,Winter
32,Male,Skirt,Clothing,96,Arizona,Fall
60,Male,Hoodie,Clothing,97,New Hampshire,Summer
43,Male,Blouse,Clothing,55,Louisiana,Spring
61,Male,Jeans,Clothing,58,Texas,Spring
57,Male,Boots,Footwear,21,Montana,Spring
56,Male,Handbag,Accessories,82,New Hampshire,Summer
66,Male,Coat,Outerwear,34,South Dakota,Winter
52,Male,Blouse,Clothing,78,Montana,Spring
63,Male,Handbag,Accessories,47,North Carolina,Spring
50,Male,Sunglasses,Accessories,96,South Dakota,Summer
21,Male,Socks,Clothing,23,Maine,Fall
42,Male,Shoes,Footwear,27,Oklahoma,Winter
40,Male,Backpack,Accessories,37,Nebraska,Spring
67,Male,Scarf,Accessories,79,Illinois,Summer
35,Male,Backpack,Accessories,40,Colorado,Summer
18,Male,Coat,Outerwear,39,Massachusetts,Fall
52,Male,Hoodie,Clothing,73,Louisiana,Summer
59,Male,Gloves,Accessories,84,Massachusetts,Fall
49,Male,Shorts,Clothing,94,West Virginia,Fall
46,Male,Skirt,Clothing,47,Idaho,Spring
69,Male,Boots,Footwear,77,Ohio,Summer
56,Male,Shorts,Clothing,94,Rhode Island,Winter
27,Male,Handbag,Accessories,75,Illinois,Summer
57,Male,Dress,Clothing,82,New York,Spring
58,Male,Shoes,Footwear,36,Louisiana,Fall
23,Male,Sneakers,Footwear,90,California,Spring
19,Male,Socks,Clothing,48,Washington,Spring
40,Male,Jacket,Outerwear,42,South Dakota,Winter
54,Male,Backpack,Accessories,33,Idaho,Summer
50,Male,Socks,Clothing,63,North Dakota,Summer
69,Male,Handbag,Accessories,53,Washington,Winter
42,Male,Hat,Accessories,37,Alaska,Spring
37,Male,Blouse,Clothing,92,Kansas,Summer
46,Male,Shorts,Clothing,73,Utah,Spring
64,Male,Shirt,Clothing,38,Wyoming,Spring
20,Male,Boots,Footwear,51,Maine,Fall
40,Male,Jacket,Outerwear,90,Michigan,Spring
64,Male,Jacket,Outerwear,56,Illinois,Summer
29,Male,Handbag,Accessories,33,Minnesota,Fall
20,Male,Belt,Accessories,53,Massachusetts,Winter
43,Male,Handbag,Accessories,24,New Jersey,Spring
60,Male,Coat,Outerwear,59,Kansas,Spring
39,Male,Sweater,Clothing,72,Kentucky,Winter
47,Male,Shorts,Clothing,28,Rhode Island,Spring
19,Male,Pants,Clothing,36,Illinois,Fall
52,Male,Jewelry,Accessories,47,Alabama,Fall
34,Male,Gloves,Accessories,62,Tennessee,Spring
25,Male,Skirt,Clothing,98,Massachusetts,Spring
43,Male,Sandals,Footwear,28,Texas,Summer
55,Male,Socks,Clothing,86,Nebraska,Summer
66,Male,Jewelry,Accessories,46,Pennsylvania,Summer
41,Male,Sunglasses,Accessories,42,Virginia,Fall
47,Male,Coat,Outerwear,80,Vermont,Winter
51,Male,Belt,Accessories,39,Oklahoma,Spring
44,Male,Coat,Outerwear,49,Maine,Summer
18,Male,Scarf,Accessories,32,New Jersey,Summer
33,Male,Sandals,Footwear,73,Massachusetts,Fall
24,Male,Belt,Accessories,42,New Jersey,Summer
33,Male,Scarf,Accessories,58,Washington,Spring
61,Male,Jewelry,Accessories,22,Arkansas,Winter
27,Male,Scarf,Accessories,56,West Virginia,Spring
46,Male,Pants,Clothing,70,Delaware,Spring
38,Male,Shoes,Footwear,50,Texas,Spring
63,Male,Boots,Footwear,21,Texas,Summer
47,Male,Jacket,Outerwear,97,Mississippi,Summer
42,Male,Backpack,Accessories,63,Texas,Winter
41,Male,Jacket,Outerwear,60,Virginia,Fall
53,Male,Boots,Footwear,52,New Hampshire,Fall
29,Male,Shoes,Footwear,32,Minnesota,Winter
61,Male,Belt,Accessories,48,Maryland,Spring
69,Male,Jewelry,Accessories,25,Vermont,Summer
51,Male,Jewelry,Accessories,68,Kansas,Summer
24,Male,Pants,Clothing,74,Idaho,Fall
24,Male,T-shirt,Clothing,88,Montana,Fall
70,Male,Shorts,Clothing,23,Oklahoma,Spring
49,Male,Hoodie,Clothing,32,California,Fall
48,Male,Belt,Accessories,71,Mississippi,Winter
58,Male,Boots,Footwear,62,California,Spring
32,Male,Hoodie,Clothing,20,New York,Spring
57,Male,Shorts,Clothing,62,Arizona,Spring
69,Male,Backpack,Accessories,81,Massachusetts,Winter
42,Male,Scarf,Accessories,90,Kentucky,Winter
30,Male,Socks,Clothing,43,Vermont,Fall
35,Male,Handbag,Accessories,38,Missouri,Fall
19,Male,Sunglasses,Accessories,25,Michigan,Spring
52,Male,T-shirt,Clothing,98,Texas,Winter
42,Male,Dress,Clothing,75,New York,Spring
36,Male,Sneakers,Footwear,27,New Mexico,Spring
45,Male,Sunglasses,Accessories,27,Mississippi,Winter
54,Male,Blouse,Clothing,42,Washington,Fall
54,Male,T-shirt,Clothing,90,New Mexico,Summer
27,Male,Hat,Accessories,63,Florida,Summer
53,Male,Shorts,Clothing,96,Minnesota,Fall
20,Male,Hoodie,Clothing,40,New Hampshire,Winter
52,Male,Socks,Clothing,39,Minnesota,Fall
54,Male,Sunglasses,Accessories,48,Vermont,Fall
65,Male,Blouse,Clothing,20,Minnesota,Summer
43,Male,Jeans,Clothing,29,Massachusetts,Summer
57,Male,Dress,Clothing,81,Wyoming,Winter
19,Male,Dress,Clothing,98,South Dakota,Fall
69,Male,Jeans,Clothing,93,Oklahoma,Fall
26,Male,Socks,Clothing,30,Florida,Summer
57,Male,Sunglasses,Accessories,37,Wisconsin,Fall
20,Male,Coat,Outerwear,28,Maine,Winter
55,Male,Scarf,Accessories,29,Connecticut,Winter
44,Male,Backpack,Accessories,49,Delaware,Summer
52,Male,Pants,Clothing,53,North Dakota,Winter
57,Male,Gloves,Accessories,66,California,Summer
40,Male,Jacket,Outerwear,61,New Mexico,Spring
23,Male,Shorts,Clothing,23,Iowa,Summer
36,Male,Pants,Clothing,36,Colorado,Fall
59,Male,Skirt,Clothing,81,Montana,Fall
29,Male,Blouse,Clothing,56,Iowa,Summer
63,Male,Shirt,Clothing,78,Louisiana,Spring
60,Male,Jewelry,Accessories,25,Alabama,Summer
64,Male,Backpack,Accessories,86,Nevada,Fall
63,Male,Jewelry,Accessories,99,Vermont,Winter
21,Male,Belt,Accessories,83,New York,Fall
61,Male,Dress,Clothing,33,Mississippi,Winter
65,Male,Coat,Outerwear,44,South Carolina,Fall
69,Male,Dress,Clothing,58,Washington,Spring
47,Male,Sweater,Clothing,54,Colorado,Spring
41,Male,Hoodie,Clothing,93,Nevada,Spring
68,Male,Shoes,Footwear,98,Nevada,Spring
41,Male,Shoes,Footwear,36,Oklahoma,Spring
42,Male,Jacket,Outerwear,68,Mississippi,Fall
66,Male,Backpack,Accessories,95,Arkansas,Summer
66,Male,Jeans,Clothing,93,West Virginia,Spring
33,Male,Jacket,Outerwear,99,Michigan,Fall
55,Male,Sunglasses,Accessories,22,Louisiana,Winter
58,Male,Gloves,Accessories,88,South Dakota,Fall
18,Male,Jacket,Outerwear,65,North Dakota,Spring
49,Male,T-shirt,Clothing,62,Arizona,Fall
61,Male,Sandals,Footwear,55,Georgia,Spring
31,Male,Shorts,Clothing,97,Idaho,Spring
70,Male,Handbag,Accessories,77,Louisiana,Fall
68,Male,Pants,Clothing,40,Connecticut,Winter
27,Male,Blouse,Clothing,23,Ohio,Winter
48,Male,Shoes,Footwear,46,Maine,Winter
63,Male,Backpack,Accessories,75,New Hampshire,Spring
49,Male,Shoes,Footwear,76,Massachusetts,Fall
19,Male,Dress,Clothing,59,South Dakota,Summer
30,Male,Skirt,Clothing,51,Colorado,Summer
50,Male,Jacket,Outerwear,46,Rhode Island,Fall
66,Male,Shirt,Clothing,26,Missouri,Fall
25,Male,Hoodie,Clothing,51,Wyoming,Summer
61,Male,Scarf,Accessories,44,New Hampshire,Winter
29,Male,Skirt,Clothing,82,Maine,Spring
53,Male,Skirt,Clothing,44,Connecticut,Summer
24,Male,Scarf,Accessories,27,Alaska,Fall
51,Male,Sunglasses,Accessories,90,Alaska,Fall
26,Male,Sandals,Footwear,58,North Carolina,Summer
59,Male,Hoodie,Clothing,80,Colorado,Spring
41,Male,Jacket,Outerwear,40,Utah,Winter
20,Male,Pants,Clothing,23,Alabama,Spring
22,Male,Shirt,Clothing,34,Hawaii,Spring
18,Male,Blouse,Clothing,35,New Hampshire,Winter
30,Male,Skirt,Clothing,75,Indiana,Summer
